identifier,label
cath|4_2_0|2fokA02/302-388,Mainly Alpha
cath|4_2_0|2r3sB01/2-82,Mainly Alpha
cath|4_2_0|1lddA00/773-846,Mainly Alpha
cath|4_2_0|1yg2A01/2-89,Mainly Alpha
cath|4_2_0|2di3A01/2-76,Mainly Alpha
cath|4_2_0|4cxfA02/123-189,Mainly Alpha
cath|4_2_0|2zj2A03/407-490,Mainly Alpha
cath|4_2_0|3sxyA01/10-73,Mainly Alpha
cath|4_2_0|2o0yC01/6-79,Mainly Alpha
cath|4_2_0|2vxzA01/5-70,Mainly Alpha
cath|4_2_0|4a6dA01/1-94,Mainly Alpha
cath|4_2_0|2e1nA00/23-132,Mainly Alpha
cath|4_2_0|1ulyA01/2-90,Mainly Alpha
cath|4_2_0|3edpA01/4-81,Mainly Alpha
cath|4_2_0|3w6jE02/90-182,Mainly Alpha
cath|4_2_0|1gxqA00/125-229,Mainly Alpha
cath|4_2_0|4esfA00/3-107,Mainly Alpha
cath|4_2_0|1z05A01/10-81,Mainly Alpha
cath|4_2_0|2fnaA03/284-356,Mainly Alpha
cath|4_2_0|1s8nA02/143-200,Mainly Alpha
cath|4_2_0|3by6C01/-2-74,Mainly Alpha
cath|4_2_0|3eyyA01/3-84,Mainly Alpha
cath|4_2_0|3ke2B00/11-106,Mainly Alpha
cath|4_2_0|3aafA00/956-1064,Mainly Alpha
cath|4_2_0|1d3yA01/72-142,Mainly Alpha
cath|4_2_0|2ga1A02/32-102,Mainly Alpha
cath|4_2_0|3hugA00/98-177,Mainly Alpha
cath|4_2_0|1mkmB01/0-75,Mainly Alpha
cath|4_2_0|2q8kA02/245-306,Mainly Alpha
cath|4_2_0|1repC02/156-246,Mainly Alpha
cath|4_2_0|3gvaA00/2-108,Mainly Alpha
cath|4_2_0|3bz6A02/103-180,Mainly Alpha
cath|4_2_0|2g9wA01/3-72,Mainly Alpha
cath|4_2_0|3f8mA01/10-74,Mainly Alpha
cath|4_2_0|4p55B00/3-107,Mainly Alpha
cath|4_2_0|1l3lA02/172-234,Mainly Alpha
cath|4_2_0|1or7B02/121-190,Mainly Alpha
cath|4_2_0|1sfuA00/6-75,Mainly Alpha
cath|4_2_0|4kmfA00/2-63,Mainly Alpha
cath|4_2_0|1tbxB00/2-91,Mainly Alpha
cath|4_2_0|4kt5C00/9-96,Mainly Alpha
cath|4_2_0|3p7nA02/151-222,Mainly Alpha
cath|4_2_0|3t5xA02/328-399,Mainly Alpha
cath|4_2_0|3gz5B02/160-235,Mainly Alpha
cath|4_2_0|1fseB00/5-74,Mainly Alpha
cath|4_2_0|2h09A01/24-94,Mainly Alpha
cath|4_2_0|3l7wA00/2-106,Mainly Alpha
cath|4_2_0|4ad9A02/205-288,Mainly Alpha
cath|4_2_0|5cvrA02/165-248,Mainly Alpha
cath|4_2_0|2v1xA03/483-592,Mainly Alpha
cath|4_2_0|4o5vA01/6-76,Mainly Alpha
cath|4_2_0|3c1dB01/8-69,Mainly Alpha
cath|4_2_0|3u9gA01/3-70,Mainly Alpha
cath|4_2_0|3ihuA01/15-80,Mainly Alpha
cath|4_2_0|3dplC03/694-776,Mainly Alpha
cath|4_2_0|2q0oA02/170-236,Mainly Alpha
cath|4_2_0|2heoA00/112-170,Mainly Alpha
cath|4_2_0|2pn6A01/1-52,Mainly Alpha
cath|4_2_0|5ed4A02/140-247,Mainly Alpha
cath|4_2_0|4ejoA00/0-111,Mainly Alpha
cath|4_2_0|1o57A01/2-73,Mainly Alpha
cath|4_2_0|2ijlB00/5-119,Mainly Alpha
cath|4_2_0|2a6hF03/339-420,Mainly Alpha
cath|4_2_0|3f8mB01/14-74,Mainly Alpha
cath|4_2_0|1cf7B00/68-149,Mainly Alpha
cath|4_2_0|2g7uA01/5-78,Mainly Alpha
cath|4_2_0|3bwgB01/2-70,Mainly Alpha
cath|4_2_0|3eetA01/5-71,Mainly Alpha
cath|4_2_0|3cuqA02/92-172,Mainly Alpha
cath|4_2_0|3vfzB00/146-208,Mainly Alpha
cath|4_2_0|4kfcB02/127-225,Mainly Alpha
cath|4_2_0|3ispA01/5-87,Mainly Alpha
cath|4_2_0|3mwmA01/10-84,Mainly Alpha
cath|4_2_0|5bpdD01/1-75,Mainly Alpha
cath|4_2_0|2xubA02/79-237,Mainly Alpha
cath|4_2_0|2ek5B00/10-118,Mainly Alpha
cath|4_2_0|3lapA01/16-89,Mainly Alpha
cath|4_2_0|3lapD01/17-84,Mainly Alpha
cath|4_2_0|2o0yB01/17-81,Mainly Alpha
cath|4_2_0|1w5sA03/300-409,Mainly Alpha
cath|4_2_0|3cuqA03/173-252,Mainly Alpha
cath|4_2_0|3cuqB02/237-316,Mainly Alpha
cath|4_2_0|3hugE00/105-177,Mainly Alpha
cath|4_2_0|3t8rA00/4-129,Mainly Alpha
cath|4_2_0|2qenA03/281-350,Mainly Alpha
cath|4_2_0|1qbjC00/134-199,Mainly Alpha
cath|4_2_0|2irfG00/5-113,Mainly Alpha
cath|4_2_0|1ft9A02/133-213,Mainly Alpha
cath|4_2_0|3tgnB02/36-98,Mainly Alpha
cath|4_2_0|2z3yA01/172-279,Mainly Alpha
cath|4_2_0|1ku9B01/1002-1088,Mainly Alpha
cath|4_2_0|2v79A00/1-115,Mainly Alpha
cath|4_2_0|4hf0B00/1-135,Mainly Alpha
cath|4_2_0|1sd4A01/9-72,Mainly Alpha
cath|4_2_0|4g6dA00/538-599,Mainly Alpha
cath|4_2_0|2ia1B02/119-177,Mainly Alpha
cath|4_2_0|3echA01/9-142,Mainly Alpha
cath|4_2_0|4a0zA01/7-65,Mainly Alpha
cath|4_2_0|3dv8A02/142-219,Mainly Alpha
cath|4_2_0|3g3zA02/27-90,Mainly Alpha
cath|4_2_0|3dfgA01/17-64,Mainly Alpha
cath|4_2_0|3dfgA03/111-158,Mainly Alpha
cath|4_2_0|4esbA00/3-105,Mainly Alpha
cath|4_2_0|1yyvB00/12-123,Mainly Alpha
cath|4_2_0|1q1hA00/1-88,Mainly Alpha
cath|4_2_0|1t98A01/24-118,Mainly Alpha
cath|4_2_0|1je8E00/150-216,Mainly Alpha
cath|4_2_0|3kfwX01/3-77,Mainly Alpha
cath|4_2_0|3l09A02/21-104,Mainly Alpha
cath|4_2_0|3v8jA01/1-63,Mainly Alpha
cath|4_2_0|4ijaA01/-1-69,Mainly Alpha
cath|4_2_0|2xv4S03/238-337,Mainly Alpha
cath|4_2_0|4l0yB00/334-437,Mainly Alpha
cath|4_2_0|3c3wB02/99-210,Mainly Alpha
cath|4_2_0|5tjjA01/2-74,Mainly Alpha
cath|4_2_0|2b0lC00/163-256,Mainly Alpha
cath|4_2_0|4o3mA03/1073-1194,Mainly Alpha
cath|4_2_0|4b8xB00/25-168,Mainly Alpha
cath|4_2_0|1k78A01/19-84,Mainly Alpha
cath|4_2_0|3ff5A00/17-70,Mainly Alpha
cath|4_2_0|3dfgA02/65-110,Mainly Alpha
cath|4_2_0|1lvaA03/512-573,Mainly Alpha
cath|4_2_0|4if4A02/142-209,Mainly Alpha
cath|4_2_0|3majA02/320-379,Mainly Alpha
cath|4_2_0|2p4wA01/1-103,Mainly Alpha
cath|4_2_0|1hstA00/24-97,Mainly Alpha
cath|4_2_0|4nhjB00/135-235,Mainly Alpha
cath|4_2_0|3m7gA03/130-238,Mainly Alpha
cath|4_2_0|3c18A03/233-289,Mainly Alpha
cath|4_2_0|1bm9A00/3-122,Mainly Alpha
cath|4_2_0|2ia2C01/17-76,Mainly Alpha
cath|4_2_0|3fzvB01/3-87,Mainly Alpha
cath|4_2_0|3c57B00/151-199,Mainly Alpha
cath|4_2_0|3jw4A00/9-144,Mainly Alpha
cath|4_2_0|1lvaA04/574-633,Mainly Alpha
cath|4_2_0|2xubA01/1-78,Mainly Alpha
cath|4_2_0|4f7zA02/178-282,Mainly Alpha
cath|4_2_0|3bpvA00/5-141,Mainly Alpha
cath|4_2_0|2pfbB00/18-146,Mainly Alpha
cath|4_2_0|3t0yA02/80-139,Mainly Alpha
cath|4_2_0|5f64A02/129-203,Mainly Alpha
cath|4_2_0|1biaA01/1-64,Mainly Alpha
cath|4_2_0|1j5yA01/4-67,Mainly Alpha
cath|4_2_0|2qlzB01/2-76,Mainly Alpha
cath|4_2_0|3vepH00/142-211,Mainly Alpha
cath|4_2_0|5dukB00/5-71,Mainly Alpha
cath|4_2_0|2eshA00/4-117,Mainly Alpha
cath|4_2_0|1s3jA02/35-98,Mainly Alpha
cath|4_2_0|3i71B00/108-165,Mainly Alpha
cath|4_2_0|2fmlB03/200-269,Mainly Alpha
cath|4_2_0|5hvqC02/91-188,Mainly Alpha
cath|4_2_0|4awxB00/-3-80,Mainly Alpha
cath|4_2_0|2dbbB01/4-58,Mainly Alpha
cath|4_2_0|3e3vA03/153-208,Mainly Alpha
cath|4_2_0|5ffxD00/3-139,Mainly Alpha
cath|4_2_0|2ia2D01/16-76,Mainly Alpha
cath|4_2_0|3qphA01/8-104,Mainly Alpha
cath|4_2_0|4i98C01/2-76,Mainly Alpha
cath|4_2_0|1xd7A00/6-132,Mainly Alpha
cath|4_2_0|3oopA01/-2-135,Mainly Alpha
cath|4_2_0|4nqwA02/95-185,Mainly Alpha
cath|4_2_0|3gudA00/622-740,Mainly Alpha
cath|4_2_0|3k9tA03/356-434,Mainly Alpha
cath|4_2_0|2pjpA02/547-607,Mainly Alpha
cath|4_2_0|3cuqB03/317-385,Mainly Alpha
cath|4_2_0|1pp8O00/10-115,Mainly Alpha
cath|4_2_0|1fpqA02/34-180_198-199,Mainly Alpha
cath|4_2_0|3nrvB00/2-144,Mainly Alpha
cath|4_2_0|5cyvA00/4-146,Mainly Alpha
cath|4_2_0|2p5vA01/7-58,Mainly Alpha
cath|4_2_0|1fzpD00/2-111,Mainly Alpha
cath|4_2_0|1ka8A00/1-100,Mainly Alpha
cath|4_2_0|2gxgA00/6-145,Mainly Alpha
cath|4_2_0|2p7vB00/546-613,Mainly Alpha
cath|4_2_0|2pjpA01/487-546,Mainly Alpha
cath|4_2_0|2xvcA00/204-259,Mainly Alpha
cath|4_2_0|3e3vA01/55-107,Mainly Alpha
cath|4_2_0|4aihF00/3-142,Mainly Alpha
cath|4_2_0|2qbyA03/295-389,Mainly Alpha
cath|4_2_0|4s04A02/126-219,Mainly Alpha
cath|4_2_0|1k78I00/84-141,Mainly Alpha
cath|4_2_0|3c1dA03/116-161,Mainly Alpha
cath|4_2_0|3r0aA00/-2-117,Mainly Alpha
cath|4_2_0|1cf7A00/16-82,Mainly Alpha
cath|4_2_0|3sqnB01/89-151,Mainly Alpha
cath|4_2_0|2qbyB03/294-384,Mainly Alpha
cath|4_2_0|2a5yC03/371-543,Mainly Alpha
cath|4_2_0|2hr3D02/32-97,Mainly Alpha
cath|4_2_0|3wtsC00/319-436,Mainly Alpha
cath|4_2_0|3hsrA00/6-142,Mainly Alpha
cath|4_2_0|4mnuB00/2-132,Mainly Alpha
cath|4_2_0|3ulqB00/153-210,Mainly Alpha
cath|4_2_0|2fa5A00/12-159,Mainly Alpha
cath|4_2_0|3tqnA01/3-75,Mainly Alpha
cath|4_2_0|1p4xA02/128-250,Mainly Alpha
cath|4_2_0|3r4kB01/2-64,Mainly Alpha
cath|4_2_0|4asnA00/2-91,Mainly Alpha
cath|4_2_0|3broD00/4-137,Mainly Alpha
cath|4_2_0|2w25A01/6-57,Mainly Alpha
cath|4_2_0|2qlzA03/163-225,Mainly Alpha
cath|4_2_0|3ml6A01/421-510,Mainly Alpha
cath|4_2_0|4yifF00/6-141,Mainly Alpha
cath|4_2_0|3j7aO00/11-89,Mainly Alpha
cath|4_2_0|3kloA02/150-217,Mainly Alpha
cath|4_2_0|4eqqA02/95-142,Mainly Alpha
cath|4_2_0|2zo4A02/262-317,Mainly Alpha
cath|4_2_0|2nraC02/167-268,Mainly Alpha
cath|4_2_0|5fgmA00/143-207,Mainly Alpha
cath|4_2_0|1ldjA07/672-776,Mainly Alpha
cath|4_2_0|2a61B00/5-145,Mainly Alpha
cath|4_2_0|2fbhA00/8-144,Mainly Alpha
cath|4_2_0|2xubA04/338-428,Mainly Alpha
cath|4_2_0|1p4xA01/1-127,Mainly Alpha
cath|4_2_0|3dptB01/629-697,Mainly Alpha
cath|4_2_0|4b09B02/142-239,Mainly Alpha
cath|4_2_0|2hoeA01/10-71,Mainly Alpha
cath|4_2_0|2ia0A01/5-58,Mainly Alpha
cath|4_2_0|3e3vA02/108-152,Mainly Alpha
cath|4_2_0|4rgxB00/11-152,Mainly Alpha
cath|4_2_0|1u3eM02/107-174,Mainly Alpha
cath|4_2_0|1ev7B02/177-309,Mainly Alpha
cath|4_2_0|2a6hF02/260-313,Mainly Alpha
cath|4_2_0|2cg4A01/4-57,Mainly Alpha
cath|4_2_0|3i4pA01/2-53,Mainly Alpha
cath|4_2_0|3d5lA03/152-203,Mainly Alpha
cath|4_2_0|3jamK00/1-96,Mainly Alpha
cath|4_2_0|1u5tB01/406-490,Mainly Alpha
cath|4_2_0|3mzyA00/45-204,Mainly Alpha
cath|4_2_0|3bddD00/2-141,Mainly Alpha
cath|4_2_0|3u1dB00/5-147,Mainly Alpha
cath|4_2_0|1pdnC02/70-124,Mainly Alpha
cath|4_2_0|2qwwC00/6-151,Mainly Alpha
cath|4_2_0|2isyA01/2-139,Mainly Alpha
cath|4_2_0|1ldjA06/604-671,Mainly Alpha
cath|4_2_0|2x4hA00/10-138,Mainly Alpha
cath|4_2_0|3u2rA00/9-146,Mainly Alpha
cath|4_2_0|4g9yA00/8-143,Mainly Alpha
cath|4_2_0|2xrnB01/13-76,Mainly Alpha
cath|4_2_0|3cjnA00/12-159,Mainly Alpha
cath|4_2_0|5aipB00/9-145,Mainly Alpha
cath|4_2_0|1qo0D02/145-190,Mainly Alpha
cath|4_2_0|2ipqX01/396-417_439-471,Mainly Alpha
cath|4_2_0|1repC01/15-155,Mainly Alpha
cath|4_2_0|3dkwG02/147-227,Mainly Alpha
cath|4_2_0|4l5jB01/10-63,Mainly Alpha
cath|4_2_0|4fx0A00/6-147,Mainly Alpha
cath|4_2_0|4yfkF02/452-529,Mainly Alpha
cath|4_2_0|3boqA00/7-149,Mainly Alpha
cath|4_2_0|2nnnC00/8-140,Mainly Alpha
cath|4_2_0|3s2wG00/17-155,Mainly Alpha
cath|4_2_0|3bjaA00/0-138,Mainly Alpha
cath|4_2_0|2ethA00/0-140,Mainly Alpha
cath|4_2_0|2rdpA00/4-146,Mainly Alpha
cath|4_2_0|4gcvC00/11-156,Mainly Alpha
cath|4_2_0|1l0oC00/102-158,Mainly Alpha
cath|4_2_0|1hkqA00/8-132,Mainly Alpha
cath|4_2_0|3k69A00/7-160,Mainly Alpha
cath|4_2_0|1jgsA00/7-144,Mainly Alpha
cath|4_2_0|3lmmB05/513-573,Mainly Alpha
cath|4_2_0|4xrfA00/5-146,Mainly Alpha
cath|4_2_0|3jamZ00/36-105,Mainly Alpha
cath|4_2_0|3zmdA00/7-154,Mainly Alpha
cath|4_2_0|3cdhA00/7-146,Mainly Alpha
cath|4_2_0|2nyxB01/10-151,Mainly Alpha
cath|4_2_0|3kp7A00/1-151,Mainly Alpha
cath|4_2_0|3bj6B00/-1-149,Mainly Alpha
cath|4_2_0|3hruB01/6-139,Mainly Alpha
cath|4_2_0|3e6mA00/8-156,Mainly Alpha
cath|4_2_0|1u78A02/60-104,Mainly Alpha
cath|4_2_0|1u5tB02/491-559,Mainly Alpha
cath|4_2_0|5e1wA00/-7-162,Mainly Alpha
cath|4_2_0|4em2A00/7-181,Mainly Alpha
cath|4_2_0|3sqnA01/2-151,Mainly Alpha
cath|4_2_0|4pcqA01/35-84,Mainly Alpha
cath|4_2_0|5flxZ00/41-113,Mainly Alpha
cath|4_2_0|2bv6A00/6-141,Mainly Alpha
cath|4_2_0|5dd8A00/8-179,Mainly Alpha
cath|4_2_0|2xv4S04/338-428,Mainly Alpha
cath|4_2_0|2q2eA01/15-145,Mainly Alpha
cath|4_2_0|2fxaA00/6-167,Mainly Alpha
cath|4_2_0|5eriA00/16-168,Mainly Alpha
cath|4_2_0|2zbkA01/10-158,Mainly Alpha
cath|4_2_0|4m9sB04/373-549,Mainly Alpha
cath|4_2_0|1oywA03/341-516,Mainly Alpha
cath|4_2_0|4u7bA02/73-111,Mainly Alpha
cath|4_2_0|1o7fA02/181-336,Mainly Alpha
cath|4_2_0|3nqoB00/3-188,Mainly Alpha
cath|4_2_0|3gw6D02/897-1062,Mainly Alpha
cath|4_2_0|2nraC01/9-166,Mainly Alpha
cath|4_2_0|4q48A03/341-512,Mainly Alpha
cath|4_2_0|1ussA00/171-258,Mainly Alpha
cath|4_2_0|2ma3A00/579-666,Mainly Alpha
cath|4_2_0|2rqpA00/150-237,Mainly Alpha
cath|4_2_0|1p4wA00/129-215,Mainly Alpha
cath|4_2_0|2m45A00/600-686,Mainly Alpha
cath|4_2_0|2yu3A01/9-95,Mainly Alpha
cath|4_2_0|2jrtA01/10-95,Mainly Alpha
cath|4_2_0|1ufmA00/289-372,Mainly Alpha
cath|4_2_0|2lsoA00/1-83,Mainly Alpha
cath|4_2_0|1w4mA00/5-99,Mainly Alpha
cath|4_2_0|1p6rA00/1-82,Mainly Alpha
cath|4_2_0|2k27A02/78-159,Mainly Alpha
cath|4_2_0|2l02A00/1-82,Mainly Alpha
cath|4_2_0|2sttA00/10-105,Mainly Alpha
cath|4_2_0|1d8jA00/1-81,Mainly Alpha
cath|4_2_0|1v4rA01/10-88,Mainly Alpha
cath|4_2_0|2hgcA00/5-82,Mainly Alpha
cath|4_2_0|2mlgA00/3-79,Mainly Alpha
cath|4_2_0|2cqkA00/36-136,Mainly Alpha
cath|4_2_0|1qgpA00/126-201,Mainly Alpha
cath|4_2_0|1tnsA00/1-76,Mainly Alpha
cath|4_2_0|2mc3A00/1-103,Mainly Alpha
cath|4_2_0|2k4jA00/11-115,Mainly Alpha
cath|4_2_0|2ysrA00/1-105,Mainly Alpha
cath|4_2_0|2hqrA02/118-223,Mainly Alpha
cath|4_2_0|1bbyA00/175-243,Mainly Alpha
cath|4_2_0|4bxuA00/12-80,Mainly Alpha
cath|4_2_0|1j9iA00/1-68,Mainly Alpha
cath|4_2_0|2dk5A01/19-84,Mainly Alpha
cath|4_2_0|2elhA01/14-79,Mainly Alpha
cath|4_2_0|2rn7A01/1-66,Mainly Alpha
cath|4_2_0|2dk8A01/10-74,Mainly Alpha
cath|4_2_0|2jtvA00/1-65,Mainly Alpha
cath|4_2_0|2mh2A00/11-74,Mainly Alpha
cath|4_2_0|1oyiA00/13-74,Mainly Alpha
cath|4_2_0|2m1bA00/1-116,Mainly Alpha
cath|4_2_0|2nriB00/27-118,Mainly Alpha
cath|4_2_0|2htjA01/1-60,Mainly Alpha
cath|4_2_0|2lkpA00/2-120,Mainly Alpha
cath|4_2_0|1wi9A01/104-161,Mainly Alpha
cath|4_2_0|1v3fA00/1-120,Mainly Alpha
cath|4_2_0|2m8eA00/1-57,Mainly Alpha
cath|4_2_0|1s6lA01/25-76,Mainly Alpha
cath|4_2_0|4bpe700/2-102,Mainly Alpha
cath|4_2_0|1oisA01/160-251,Mainly Alpha
cath|4_2_0|2b9sA02/61-147,Mainly Alpha
cath|4_2_0|3a02A00/91-141,Mainly Alpha
cath|4_2_0|3zqiA01/4-66,Mainly Alpha
cath|4_2_0|3sjmA00/446-500,Mainly Alpha
cath|4_2_0|4mloA03/212-272,Mainly Alpha
cath|4_2_0|4xrmA00/278-336,Mainly Alpha
cath|4_2_0|2iaiA01/-8-60,Mainly Alpha
cath|4_2_0|2hxiA01/6-69,Mainly Alpha
cath|4_2_0|3rkqA00/137-194,Mainly Alpha
cath|4_2_0|4jykA01/12-69,Mainly Alpha
cath|4_2_0|1gvdA00/90-141,Mainly Alpha
cath|4_2_0|3a03A00/164-216,Mainly Alpha
cath|4_2_0|3cmyA00/0-59,Mainly Alpha
cath|4_2_0|3oouA01/4-58,Mainly Alpha
cath|4_2_0|2cjjA00/8-70,Mainly Alpha
cath|4_2_0|3osgA01/40-100,Mainly Alpha
cath|4_2_0|2hosB00/2-59,Mainly Alpha
cath|4_2_0|4jykB01/17-69,Mainly Alpha
cath|4_2_0|1k61A00/132-191,Mainly Alpha
cath|4_2_0|2i10A01/10-64_113-117,Mainly Alpha
cath|4_2_0|4l5eA00/393-438,Mainly Alpha
cath|4_2_0|4rduA01/144-198,Mainly Alpha
cath|4_2_0|2optB01/29-91,Mainly Alpha
cath|4_2_0|2eh3A01/2-50,Mainly Alpha
cath|4_2_0|1u8bA02/78-138,Mainly Alpha
cath|4_2_0|1jggA00/103-159,Mainly Alpha
cath|4_2_0|1ofcX02/796-850,Mainly Alpha
cath|4_2_0|5eeaB00/217-277,Mainly Alpha
cath|4_2_0|4iejA00/133-207,Mainly Alpha
cath|4_2_0|4w97A01/3-51,Mainly Alpha
cath|4_2_0|2d5vA02/100-155,Mainly Alpha
cath|4_2_0|3e7lA00/20-79,Mainly Alpha
cath|4_2_0|3qqaA01/6-64,Mainly Alpha
cath|4_2_0|3dewA01/5-56,Mainly Alpha
cath|4_2_0|1bl0A02/65-124,Mainly Alpha
cath|4_2_0|2id3A01/13-61,Mainly Alpha
cath|4_2_0|2np3B01/22-82,Mainly Alpha
cath|4_2_0|5eyrA01/22-67,Mainly Alpha
cath|4_2_0|2fd5A01/1-48,Mainly Alpha
cath|4_2_0|3lsgA01/151-205,Mainly Alpha
cath|4_2_0|2y30A01/5-82,Mainly Alpha
cath|4_2_0|1rktA01/2-54,Mainly Alpha
cath|4_2_0|5gp9A01/3-50,Mainly Alpha
cath|4_2_0|4a69D00/408-475,Mainly Alpha
cath|4_2_0|1b8iA00/88-160,Mainly Alpha
cath|4_2_0|1w0tA00/379-430,Mainly Alpha
cath|4_2_0|3bqyA01/16-69,Mainly Alpha
cath|4_2_0|1gv2A02/145-190,Mainly Alpha
cath|4_2_0|1au7A02/103-159,Mainly Alpha
cath|4_2_0|4cycB00/3-60,Mainly Alpha
cath|4_2_0|2nogB02/826-895,Mainly Alpha
cath|4_2_0|1twfJ00/1-65,Mainly Alpha
cath|4_2_0|1hlvA02/72-131,Mainly Alpha
cath|4_2_0|2fq4A01/9-55,Mainly Alpha
cath|4_2_0|1bl0A01/9-64,Mainly Alpha
cath|4_2_0|1fipA00/26-98,Mainly Alpha
cath|4_2_0|1pufB00/233-305,Mainly Alpha
cath|4_2_0|3c2bA01/12-63,Mainly Alpha
cath|4_2_0|3osgA02/101-150,Mainly Alpha
cath|4_2_0|1e3oC02/104-151,Mainly Alpha
cath|4_2_0|3mvpA01/22-68,Mainly Alpha
cath|4_2_0|1etxA00/10-98,Mainly Alpha
cath|4_2_0|1mh3A03/476-526,Mainly Alpha
cath|4_2_0|1hlvA01/9-66,Mainly Alpha
cath|4_2_0|3rqiA02/130-175,Mainly Alpha
cath|4_2_0|2jj7B01/1-50,Mainly Alpha
cath|4_2_0|5hodA00/84-144,Mainly Alpha
cath|4_2_0|5k7fB01/13-54,Mainly Alpha
cath|4_2_0|1b72A00/177-264,Mainly Alpha
cath|4_2_0|3tw6A06/950-1003,Mainly Alpha
cath|4_2_0|1hcrA00/139-190,Mainly Alpha
cath|4_2_0|3lsjA01/2-53,Mainly Alpha
cath|4_2_0|5k7fA01/14-54,Mainly Alpha
cath|4_2_0|4uusE00/4-68,Mainly Alpha
cath|4_2_0|1rr7A02/73-120,Mainly Alpha
cath|4_2_0|2xsdC02/343-387,Mainly Alpha
cath|4_2_0|3ccyA01/9-53,Mainly Alpha
cath|4_2_0|1zk8A01/6-51,Mainly Alpha
cath|4_2_0|3nauA00/446-501,Mainly Alpha
cath|4_2_0|2x48A00/1-54,Mainly Alpha
cath|4_2_0|1tc3C00/202-252,Mainly Alpha
cath|4_2_0|4qshA06/944-995,Mainly Alpha
cath|4_2_0|1d5yA02/56-121,Mainly Alpha
cath|4_2_0|2hyjA01/8-53,Mainly Alpha
cath|4_2_0|1rr7A01/27-72,Mainly Alpha
cath|4_2_0|1le8B00/132-205,Mainly Alpha
cath|4_2_0|4mxmB01/11-56,Mainly Alpha
cath|4_2_0|3a01E00/175-247,Mainly Alpha
cath|4_2_0|1zkgA01/1-46,Mainly Alpha
cath|4_2_0|3narA00/662-731,Mainly Alpha
cath|4_2_0|3zqcA02/106-170,Mainly Alpha
cath|4_2_0|1mnmC00/113-189,Mainly Alpha
cath|4_2_0|2raeA01/17-59,Mainly Alpha
cath|4_2_0|4jp0A03/348-381,Mainly Alpha
cath|4_2_0|1ic8A02/203-276,Mainly Alpha
cath|4_2_0|2ao9I01/23-121,Mainly Alpha
cath|4_2_0|4j19B01/274-342,Mainly Alpha
cath|4_2_0|4qtrC00/5-61,Mainly Alpha
cath|4_2_0|4aybN00/1-65,Mainly Alpha
cath|4_2_0|4eefH00/8-54,Mainly Alpha
cath|4_2_0|3dcfA01/29-71,Mainly Alpha
cath|4_2_0|1jusD01/27-75,Mainly Alpha
cath|4_2_0|2r0qC02/146-200,Mainly Alpha
cath|4_2_0|3bg3A04/982-1028,Mainly Alpha
cath|4_2_0|2w48B01/3-54,Mainly Alpha
cath|4_2_0|4bkxA02/286-333,Mainly Alpha
cath|4_2_0|3f0cA01/10-58,Mainly Alpha
cath|4_2_0|1lfbA00/13-90,Mainly Alpha
cath|4_2_0|1ojlA03/395-441,Mainly Alpha
cath|4_2_0|1ofcX04/884-978,Mainly Alpha
cath|4_2_0|4dyqA01/10-112,Mainly Alpha
cath|4_2_0|1gdtB03/139-183,Mainly Alpha
cath|4_2_0|4fcyB02/178-242,Mainly Alpha
cath|4_2_0|1ignB02/361-446_578-591,Mainly Alpha
cath|4_2_0|1ignA01/447-577,Mainly Alpha
cath|4_2_0|3mn2A00/218-325,Mainly Alpha
cath|4_2_0|3mklA00/140-243,Mainly Alpha
cath|4_2_0|4ndlB00/24-68,Mainly Alpha
cath|4_2_0|4b4cA02/1217-1327,Mainly Alpha
cath|4_2_0|3oioA00/214-325,Mainly Alpha
cath|4_2_0|3tedA02/1130-1266,Mainly Alpha
cath|4_2_0|4fcyA01/88-165,Mainly Alpha
cath|4_2_0|2y9yA04/972-1067,Mainly Alpha
cath|4_2_0|4fe7A03/281-389,Mainly Alpha
cath|4_2_0|3w6vA00/230-340,Mainly Alpha
cath|4_2_0|3ukgA02/447-577,Mainly Alpha
cath|4_2_0|1g2hA00/1-61,Mainly Alpha
cath|4_2_0|2o8kA01/17-76,Mainly Alpha
cath|4_2_0|1fexA00/1-59,Mainly Alpha
cath|4_2_0|2gloA00/43-101,Mainly Alpha
cath|4_2_0|1nk3P00/100-162,Mainly Alpha
cath|4_2_0|2jmwA01/87-149,Mainly Alpha
cath|4_2_0|2elkA00/1-58,Mainly Alpha
cath|4_2_0|1irzA00/1-64,Mainly Alpha
cath|4_2_0|1iufA02/78-141,Mainly Alpha
cath|4_2_0|1iv6A00/378-434,Mainly Alpha
cath|4_2_0|2dmqA01/14-70,Mainly Alpha
cath|4_2_0|2lvsA01/1-56,Mainly Alpha
cath|4_2_0|2da4A01/15-80,Mainly Alpha
cath|4_2_0|2da1A01/14-68,Mainly Alpha
cath|4_2_0|2dmpA01/19-73,Mainly Alpha
cath|4_2_0|2cqqA01/2-68,Mainly Alpha
cath|4_2_0|2mw8A00/641-707,Mainly Alpha
cath|4_2_0|1uhsA01/9-62,Mainly Alpha
cath|4_2_0|1x2mA01/6-59,Mainly Alpha
cath|4_2_0|1wh7A01/22-74,Mainly Alpha
cath|4_2_0|2yusA01/15-67,Mainly Alpha
cath|4_2_0|1ug2A01/36-87,Mainly Alpha
cath|4_2_0|1q1vA00/309-378,Mainly Alpha
cath|4_2_0|2crgA00/1-70,Mainly Alpha
cath|4_2_0|2lr8A00/1-70,Mainly Alpha
